,meter_sale_price,procedure_area,rooms_en,floor_bin,swimming_pool,balcony,elevator,metro,has_parking,area_name_en,instance_date
138116,9971.62,81.08,1 B/R,11-20,1,1,1,1,1,Me'Aisem First,2024-07-15
76816,14086.43,73.12,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-07-15
258063,14856.41,62.33,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-05-29
186167,14216.66,35.17,Studio,1-10,1,1,1,0,1,Me'Aisem First,2025-04-16
215294,14596.46,66.66,1 B/R,1-10,1,1,1,0,1,Me'Aisem First,2025-03-24
255939,12004.54,70.49,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-08-29
47839,15750.29,34.92,Studio,1-10,1,1,1,0,1,Me'Aisem First,2025-05-23
71383,12501.09,61.07,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-01-25
76463,10233.53,76.22,1 B/R,Below 1st floor,0,1,1,1,1,Me'Aisem First,2022-12-23
31488,7758.16,167.05,3 B/R,1-10,1,1,0,1,1,Me'Aisem First,2024-05-01
49690,15603.8,40.3,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-05-01
1374,12925.68,40.87,Studio,11-20,1,1,1,1,1,Me'Aisem First,2023-05-01
296556,13045.46,75.21,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-02-27
243248,11248.69,83.51,1 B/R,11-20,1,1,1,1,1,Me'Aisem First,2023-05-19
11120,4671.16,59.57,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2023-10-18
262621,12989.85,128.1,2 B/R,1-10,0,1,1,1,1,Me'Aisem First,2025-07-28
133937,16615.38,40.3,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-07-10
95892,4014.76,46.08,Studio,11-20,1,1,0,1,1,Me'Aisem First,2025-05-27
150140,8412.42,46.36,Studio,1-10,1,1,0,1,1,Me'Aisem First,2024-07-22
145581,14954.66,37.89,Studio,1-10,1,1,1,1,1,Me'Aisem First,2023-12-15
282203,15932.77,40.22,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-07-16
115952,15689.11,35.18,Studio,1-10,1,1,1,1,1,Me'Aisem First,2024-05-03
120851,10739.61,80.84,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2023-11-13
56366,8159.27,61.28,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-04-08
36473,9243.0,108.19,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-06-03
56399,9405.68,61.92,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-02-09
158896,8939.86,72.36,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-03-11
89603,18161.49,40.25,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-02-07
252615,4113.46,116.69,2 B/R,1-10,1,1,0,1,0,Me'Aisem First,2023-05-04
179705,14312.27,59.18,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-11-13
71374,10810.81,57.72,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-06-05
262526,7897.91,105.39,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2023-07-26
63823,10055.38,34.31,Studio,11-20,1,1,0,1,1,Me'Aisem First,2024-07-01
172517,14057.63,109.14,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-08-15
199440,11454.49,67.19,1 B/R,1-10,0,0,1,1,1,Me'Aisem First,2022-01-11
147012,14310.25,34.94,Studio,21-30,1,1,1,0,1,Me'Aisem First,2025-04-07
267683,11786.15,122.22,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-08-26
98600,9649.64,33.68,Studio,21-30,1,1,0,1,1,Me'Aisem First,2024-06-10
310755,5355.11,46.36,Studio,1-10,1,1,0,1,0,Me'Aisem First,2023-03-22
8882,17048.69,38.94,Studio,1-10,1,1,1,1,0,Me'Aisem First,2024-09-23
301401,11985.18,98.24,2 B/R,11-20,1,1,1,1,1,Me'Aisem First,2023-10-12
153921,8738.65,55.03,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-03-20
56051,5998.8,116.69,2 B/R,1-10,1,1,0,1,1,Me'Aisem First,2023-11-08
260146,5631.96,76.35,1 B/R,1-10,1,1,0,1,1,Me'Aisem First,2023-05-08
85951,7134.57,129.23,2 B/R,1-10,1,1,0,1,0,Me'Aisem First,2025-09-04
81021,18236.21,39.1,Studio,Below 1st floor,1,1,0,1,1,Me'Aisem First,2025-09-03
36462,12538.02,59.18,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-02-27
240792,5488.73,171.26,2 B/R,11-20,1,1,0,1,1,Me'Aisem First,2025-05-19
69790,18660.05,40.3,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-05-12
106126,9702.46,61.84,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2023-04-19
58733,9784.17,34.75,Studio,1-10,1,1,0,1,1,Me'Aisem First,2024-05-13
260080,11210.66,134.52,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-11-06
140640,7080.39,100.63,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-02-20
298922,12714.13,74.85,1 B/R,11-20,1,1,1,1,1,Me'Aisem First,2024-10-21
39741,15186.83,75.56,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-05-02
165009,13719.06,59.21,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2022-03-22
301408,17907.9,35.18,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-07-22
169797,12429.34,40.87,Studio,11-20,1,1,1,1,1,Me'Aisem First,2022-01-10
29728,9097.03,147.92,2 B/R,11-20,1,1,1,1,1,Me'Aisem First,2025-05-01
257735,13542.07,127.75,2 B/R,1-10,1,1,0,1,1,Me'Aisem First,2023-07-10
63944,17539.46,39.91,Studio,11-20,1,1,1,1,1,Me'Aisem First,2024-06-24
206552,18003.56,39.04,Studio,1-10,1,1,1,1,1,Me'Aisem First,2024-10-31
218379,5913.1,116.69,2 B/R,1-10,1,1,0,1,1,Me'Aisem First,2023-04-19
264825,8899.94,62.36,1 B/R,1-10,1,1,0,1,1,Me'Aisem First,2025-04-10
233640,16401.24,40.21,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-05-28
16279,6586.04,90.13,2 B/R,1-10,1,1,0,1,1,Me'Aisem First,2025-03-12
272244,13502.97,73.14,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-05-30
109406,18639.05,40.56,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-08-11
96237,12785.41,59.21,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-06-07
130810,12023.1,127.74,2 B/R,Below 1st floor,1,1,0,1,1,Me'Aisem First,2023-07-03
204214,11784.23,73.06,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2023-08-29
103657,7367.72,58.15,1 B/R,11-20,1,1,0,1,1,Me'Aisem First,2024-12-11
147017,14405.07,34.71,Studio,11-20,1,1,1,0,1,Me'Aisem First,2025-05-26
255269,13410.23,74.89,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-12-11
59741,15558.01,81.63,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-04-30
272649,13764.16,70.4,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-08-27
93562,11052.17,33.93,Studio,11-20,1,1,0,1,1,Me'Aisem First,2025-02-14
145213,5371.72,46.54,Studio,1-10,1,1,0,1,1,Me'Aisem First,2022-12-14
184752,5922.6,75.98,1 B/R,1-10,0,1,1,1,1,Me'Aisem First,2023-08-25
101199,13466.56,124.34,2 B/R,11-20,1,1,1,1,1,Me'Aisem First,2023-12-19
72879,11638.27,76.3,1 B/R,11-20,1,1,1,0,1,Me'Aisem First,2025-04-14
264956,9371.12,173.88,2 B/R,11-20,1,1,1,1,1,Me'Aisem First,2025-01-14
31382,10073.32,66.83,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-05-06
150444,11116.69,108.32,2 B/R,Other,1,1,1,1,1,Me'Aisem First,2024-11-25
133070,18642.76,43.08,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-04-25
36552,12920.43,71.42,1 B/R,1-10,0,0,1,1,1,Me'Aisem First,2024-01-31
197108,7054.94,66.62,1 B/R,1-10,1,1,0,1,1,Me'Aisem First,2024-08-13
98714,15626.03,38.95,Studio,1-10,1,1,1,1,0,Me'Aisem First,2024-07-24
187027,5870.35,63.71,1 B/R,11-20,1,1,0,1,1,Me'Aisem First,2023-03-09
199377,13718.11,107.95,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-05-12
1403,14611.62,35.64,Studio,11-20,1,1,1,1,1,Me'Aisem First,2024-09-17
221007,7957.56,33.93,Studio,11-20,1,1,0,1,1,Me'Aisem First,2023-07-13
133071,18298.57,39.01,Studio,11-20,1,1,1,1,1,Me'Aisem First,2024-10-21
218684,10475.16,90.26,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-07-22
101177,13639.75,107.94,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-04-04
252972,11617.87,127.39,2 B/R,Below 1st floor,0,1,1,1,1,Me'Aisem First,2023-12-14
165288,12986.85,76.33,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-09-09
199751,18285.49,38.41,Studio,11-20,1,1,1,1,1,Me'Aisem First,2024-10-30
34744,18901.46,40.29,Studio,Below 1st floor,1,1,1,1,1,Me'Aisem First,2025-07-25
228867,12025.99,80.34,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-10-17
130392,7981.02,46.36,Studio,1-10,1,1,0,1,0,Me'Aisem First,2022-12-23
199354,11479.17,60.98,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-07-01
238250,10391.37,134.98,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2023-11-27
179710,12929.12,61.12,1 B/R,Below 1st floor,1,1,1,1,1,Me'Aisem First,2022-09-16
213927,10031.4,40.96,Studio,11-20,1,1,1,1,1,Me'Aisem First,2022-07-28
194544,13037.15,167.43,3 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-08-20
167255,10784.03,34.31,Studio,11-20,1,1,0,1,1,Me'Aisem First,2025-08-05
262542,11351.92,110.0,2 B/R,Below 1st floor,1,1,1,1,1,Me'Aisem First,2022-02-17
145223,13792.63,101.8,2 B/R,Below 1st floor,1,1,0,1,1,Me'Aisem First,2025-09-05
248058,8659.79,97.0,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2023-06-09
204470,16939.27,40.21,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-09-02
278532,17216.64,34.85,Studio,11-20,1,1,1,0,1,Me'Aisem First,2025-04-15
105820,6110.21,116.69,2 B/R,1-10,1,1,0,1,1,Me'Aisem First,2025-08-21
248285,14716.31,76.44,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-06-30
296549,11835.31,109.76,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-01-16
120499,18803.64,39.62,Studio,Below 1st floor,1,1,0,1,1,Me'Aisem First,2025-08-19
108860,16346.51,108.28,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2023-02-23
54948,6969.74,126.26,2 B/R,11-20,1,1,1,1,1,Me'Aisem First,2025-09-09
96325,10961.35,75.68,1 B/R,Below 1st floor,0,1,1,1,1,Me'Aisem First,2022-01-06
269731,4669.6,63.71,1 B/R,11-20,1,1,0,1,1,Me'Aisem First,2023-02-07
291896,16164.25,40.22,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-05-16
90970,7267.12,90.82,2 B/R,21-30,1,1,0,1,1,Me'Aisem First,2025-07-30
1477,14166.57,127.06,2 B/R,1-10,1,1,0,1,1,Me'Aisem First,2024-12-27
68916,17079.25,38.95,Studio,1-10,1,1,1,1,1,Me'Aisem First,2024-12-19
34131,7968.6,54.59,1 B/R,1-10,1,1,0,1,1,Me'Aisem First,2023-09-12
220995,6018.92,34.89,Studio,1-10,1,1,0,1,1,Me'Aisem First,2022-02-09
63830,6412.12,34.31,Studio,11-20,1,1,0,1,1,Me'Aisem First,2022-04-06
82810,14112.33,35.43,Studio,11-20,1,1,1,0,1,Me'Aisem First,2025-03-24
281956,10938.44,96.58,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2023-04-25
53746,8025.22,34.89,Studio,1-10,1,1,0,1,1,Me'Aisem First,2023-05-09
138975,20094.27,40.31,Studio,11-20,1,1,1,1,1,Me'Aisem First,2025-07-24
272219,11998.68,61.28,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-05-03
252914,12266.19,108.1,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2023-08-29
191926,5450.31,34.31,Studio,11-20,1,1,0,1,1,Me'Aisem First,2022-04-06
272494,17720.44,40.91,Studio,11-20,1,1,1,1,1,Me'Aisem First,2025-06-13
86712,12842.01,113.45,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-09-10
233107,8072.95,121.32,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2022-09-21
311096,18059.86,37.89,Studio,1-10,1,1,1,1,1,Me'Aisem First,2024-07-29
255149,6680.52,33.68,Studio,21-30,1,1,0,1,1,Me'Aisem First,2022-08-01
158589,13431.16,121.37,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-07-21
53877,17672.73,38.94,Studio,1-10,1,1,1,1,1,Me'Aisem First,2024-06-27
93677,18047.15,38.94,Studio,1-10,1,1,1,1,1,Me'Aisem First,2024-10-07
165027,12062.39,108.1,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-04-08
92701,16535.23,60.08,1 B/R,11-20,1,1,1,0,1,Me'Aisem First,2025-04-07
286926,12074.76,127.87,2 B/R,Below 1st floor,0,1,1,1,1,Me'Aisem First,2025-07-24
270663,15294.03,74.35,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-02-04
211971,11960.56,73.68,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2022-06-01
194528,12060.92,57.68,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2023-03-01
150431,9134.01,39.55,Studio,11-20,1,1,1,1,1,Me'Aisem First,2022-01-18
118230,6841.69,62.85,1 B/R,21-30,1,1,0,1,1,Me'Aisem First,2024-07-16
185102,14752.15,67.38,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-07-15
243220,11662.5,115.97,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-08-13
86291,13639.79,140.65,3 B/R,11-20,1,1,1,1,1,Me'Aisem First,2024-05-14
255272,19062.26,38.96,Studio,11-20,1,1,1,1,1,Me'Aisem First,2024-12-27
145222,8246.53,46.08,Studio,11-20,1,1,0,1,1,Me'Aisem First,2024-09-06
277087,13121.87,105.93,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-02-27
82809,13220.52,37.82,Studio,11-20,1,1,1,0,1,Me'Aisem First,2025-03-24
36544,8147.89,158.13,2 B/R,1-10,0,1,1,1,1,Me'Aisem First,2024-05-21
2901,14400.92,34.72,Studio,11-20,1,1,1,0,1,Me'Aisem First,2025-03-10
66455,13873.07,104.94,2 B/R,11-20,1,1,1,1,1,Me'Aisem First,2024-05-14
267421,13238.47,57.62,1 B/R,11-20,1,1,1,1,1,Me'Aisem First,2023-10-12
179961,15800.78,39.68,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-05-06
145638,4855.83,127.28,2 B/R,1-10,0,1,1,1,1,Me'Aisem First,2024-10-30
222268,7053.64,95.27,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-03-24
296204,4991.32,46.08,Studio,11-20,1,1,0,1,0,Me'Aisem First,2022-05-30
128166,10383.93,72.99,1 B/R,11-20,1,1,1,1,1,Me'Aisem First,2024-07-24
106593,17539.7,38.7,Studio,1-10,1,1,1,1,1,Me'Aisem First,2024-10-02
276796,16723.36,41.16,Studio,Below 1st floor,1,1,0,1,1,Me'Aisem First,2025-08-25
26799,17544.24,38.69,Studio,11-20,1,1,1,1,1,Me'Aisem First,2025-01-13
47842,14318.44,34.92,Studio,1-10,1,1,1,0,1,Me'Aisem First,2025-08-18
33961,5993.58,48.7,1 B/R,Below 1st floor,1,1,0,1,1,Me'Aisem First,2023-10-11
220997,9501.19,33.68,Studio,21-30,1,1,0,1,1,Me'Aisem First,2024-02-20
184666,11521.15,68.19,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-10-17
92703,14318.44,34.92,Studio,1-10,1,1,1,0,1,Me'Aisem First,2025-04-16
1360,12269.94,66.83,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-01-30
291629,5158.89,96.92,2 B/R,Other,1,1,1,1,1,Me'Aisem First,2024-07-12
248053,14414.41,61.05,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2023-09-19
174693,10492.6,90.11,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-09-11
248046,8347.41,100.63,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-07-30
11429,12043.39,39.66,Studio,11-20,1,1,1,1,1,Me'Aisem First,2022-08-26
195956,17174.08,38.43,Studio,11-20,1,1,1,0,1,Me'Aisem First,2025-03-24
96226,13080.39,57.72,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-01-08
31390,9566.08,63.2,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2023-09-25
11432,11294.65,70.83,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-12-25
48911,5616.59,71.77,1 B/R,1-10,1,1,0,1,1,Me'Aisem First,2024-03-21
164666,5176.88,46.36,Studio,1-10,1,1,0,1,1,Me'Aisem First,2022-01-27
301385,13869.63,57.68,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-02-29
55043,8702.22,95.48,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-03-20
182733,12006.51,68.34,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2022-05-26
248045,14594.08,40.19,Studio,11-20,1,1,1,1,1,Me'Aisem First,2022-04-27
311480,17864.72,39.12,Studio,1-10,1,1,1,1,1,Me'Aisem First,2024-07-10
262522,4134.99,57.72,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-02-11
228537,15799.45,94.94,1 B/R,1-10,0,1,1,1,1,Me'Aisem First,2025-05-30
296571,14818.79,76.67,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-01-31
20069,9127.72,91.37,2 B/R,11-20,1,1,1,1,1,Me'Aisem First,2025-04-10
16526,12548.59,77.27,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2023-08-08
243228,7065.49,100.63,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2022-06-09
208799,6496.37,90.82,2 B/R,21-30,1,1,0,1,1,Me'Aisem First,2023-06-05
262538,13735.6,59.18,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-04-03
145268,8073.0,121.38,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2023-02-20
1634,15617.11,40.21,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-05-06
44670,12509.49,82.0,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-06-16
194933,15342.13,38.69,Studio,11-20,1,1,1,1,1,Me'Aisem First,2024-12-19
31401,11538.35,77.27,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2022-10-31
194213,4578.99,46.08,Studio,11-20,1,1,0,1,0,Me'Aisem First,2025-02-18
6845,13249.39,113.22,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-10-09
223253,6001.59,88.31,2 B/R,11-20,1,1,0,1,1,Me'Aisem First,2023-01-09
311050,12790.72,59.21,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-03-18
241797,8918.76,95.18,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-04-10
150870,15125.67,63.84,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-09-10
34733,10364.41,147.91,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-05-13
262514,12647.26,57.72,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-05-19
137123,14100.39,35.46,Studio,1-10,1,1,1,0,1,Me'Aisem First,2025-05-01
203894,6097.56,123.0,2 B/R,1-10,1,1,0,1,1,Me'Aisem First,2023-10-05
240611,6130.27,33.93,Studio,11-20,1,1,0,1,1,Me'Aisem First,2022-05-12
91202,11538.35,77.27,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-09-18
252682,4169.5,88.26,2 B/R,1-10,1,1,0,1,1,Me'Aisem First,2022-02-17
26165,8754.21,89.1,2 B/R,21-30,1,1,0,1,1,Me'Aisem First,2025-05-01
296557,13134.32,111.69,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-04-14
233453,16531.09,76.22,1 B/R,Below 1st floor,0,1,1,1,1,Me'Aisem First,2025-07-24
169480,8843.83,46.36,Studio,1-10,1,1,0,1,0,Me'Aisem First,2024-09-25
140739,389.99,72.23,1 B/R,Below 1st floor,0,0,1,1,1,Me'Aisem First,2025-07-03
235867,5072.78,90.68,1 B/R,11-20,1,1,0,1,1,Me'Aisem First,2024-05-14
292069,14165.77,113.35,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-05-12
267428,13402.35,108.19,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-04-18
111021,7897.42,58.88,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-05-28
51427,12045.67,84.55,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-05-06
164670,7118.21,46.36,Studio,1-10,1,1,0,1,0,Me'Aisem First,2023-09-20
51465,14341.85,127.25,2 B/R,1-10,0,1,1,1,1,Me'Aisem First,2024-12-05
61400,18217.1,37.77,Studio,1-10,1,1,1,1,1,Me'Aisem First,2024-04-16
96241,7051.98,57.72,1 B/R,11-20,1,1,1,1,1,Me'Aisem First,2024-02-12
301376,7773.28,61.75,Studio,1-10,1,1,1,1,1,Me'Aisem First,2024-07-01
291636,8089.96,102.04,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-12-12
86260,6746.44,61.84,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2022-09-01
137126,15312.9,60.08,1 B/R,11-20,1,1,1,0,1,Me'Aisem First,2025-05-19
3902,18564.0,38.88,Studio,11-20,1,1,1,1,1,Me'Aisem First,2025-07-25
288288,14310.25,34.94,Studio,21-30,1,1,1,0,1,Me'Aisem First,2025-08-18
1083,8073.0,40.14,Studio,1-10,1,0,1,1,1,Me'Aisem First,2023-02-20
301368,610.77,40.19,Studio,11-20,1,1,1,1,1,Me'Aisem First,2025-07-09
26387,6665.93,90.01,2 B/R,11-20,1,1,1,1,1,Me'Aisem First,2022-11-21
145970,18734.55,38.69,Studio,11-20,1,1,1,1,1,Me'Aisem First,2025-08-28
269719,9283.82,33.93,Studio,11-20,1,1,0,1,1,Me'Aisem First,2024-03-14
47838,15642.78,35.16,Studio,11-20,1,1,1,0,1,Me'Aisem First,2025-07-21
213951,10668.56,88.52,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2022-05-24
100863,7010.35,46.36,Studio,1-10,1,1,0,1,1,Me'Aisem First,2025-05-30
66531,9995.94,128.1,2 B/R,1-10,0,1,1,1,1,Me'Aisem First,2024-12-10
314329,17593.05,40.3,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-06-25
169886,13290.59,127.91,2 B/R,1-10,0,1,1,1,1,Me'Aisem First,2023-07-31
66420,7249.96,60.69,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2022-03-21
240783,4977.08,76.35,1 B/R,1-10,1,1,0,1,1,Me'Aisem First,2022-10-17
210469,14161.42,66.66,1 B/R,1-10,1,1,1,0,1,Me'Aisem First,2025-03-10
223755,14346.15,75.41,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-08-06
250282,6557.85,34.31,Studio,11-20,1,1,0,1,1,Me'Aisem First,2022-11-23
272316,10318.74,167.85,3 B/R,1-10,0,1,1,1,1,Me'Aisem First,2022-06-23
304644,14083.48,82.65,1 B/R,Below 1st floor,1,1,1,1,1,Me'Aisem First,2025-08-07
93559,7422.8,33.68,Studio,21-30,1,1,0,1,1,Me'Aisem First,2023-05-04
110787,4744.21,126.47,3 B/R,11-20,1,1,0,1,1,Me'Aisem First,2024-06-11
11703,15929.64,40.22,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-07-28
277096,13689.83,61.92,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2023-10-16
54730,19045.71,40.25,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-09-05
191916,8841.73,33.93,Studio,11-20,1,1,0,1,1,Me'Aisem First,2023-10-24
67899,14318.44,34.92,Studio,1-10,1,1,1,0,1,Me'Aisem First,2025-09-03
2903,17121.3,34.46,Studio,1-10,1,1,1,0,1,Me'Aisem First,2025-05-23
221940,15897.44,40.56,Studio,1-10,1,1,1,1,1,Me'Aisem First,2025-02-17
51783,14411.43,69.32,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-06-17
110707,5931.84,46.36,Studio,1-10,1,1,0,1,0,Me'Aisem First,2023-05-18
169484,6456.11,116.59,2 B/R,1-10,1,1,0,1,1,Me'Aisem First,2024-11-26
223190,17000.04,39.33,Studio,Below 1st floor,1,1,0,1,1,Me'Aisem First,2025-09-12
196873,13760.24,73.04,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-08-15
33754,6618.71,34.75,Studio,1-10,1,1,0,1,1,Me'Aisem First,2022-09-27
41638,14645.08,75.75,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-08-12
99584,15823.21,80.37,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-04-25
291332,7305.54,46.54,Studio,1-10,1,1,0,1,1,Me'Aisem First,2024-06-06
11710,12644.3,113.34,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-08-06
271936,6446.07,46.54,Studio,1-10,1,1,0,1,1,Me'Aisem First,2023-04-11
26107,14608.15,104.66,2 B/R,Below 1st floor,1,1,0,1,1,Me'Aisem First,2025-09-12
133068,17668.19,38.95,Studio,1-10,1,1,1,1,1,Me'Aisem First,2024-07-05
41157,7118.0,126.44,3 B/R,11-20,1,1,0,1,1,Me'Aisem First,2023-07-28
21202,18769.51,38.81,Studio,Below 1st floor,1,1,0,1,1,Me'Aisem First,2025-09-11
160194,10864.26,40.96,Studio,11-20,1,1,1,1,1,Me'Aisem First,2024-07-31
61055,6363.24,46.36,Studio,1-10,1,1,0,1,1,Me'Aisem First,2023-03-16
112523,10469.01,47.76,Studio,21-30,1,1,1,0,1,Me'Aisem First,2025-05-26
265795,9116.43,130.43,1 B/R,11-20,1,1,1,1,1,Me'Aisem First,2025-04-23
252892,13022.62,116.72,2 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-11-13
228465,13002.77,57.68,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-02-22
125430,4719.61,66.48,1 B/R,11-20,1,1,0,1,1,Me'Aisem First,2023-03-14
76066,5834.93,130.25,2 B/R,11-20,1,1,0,1,1,Me'Aisem First,2022-01-03
51379,12814.18,59.21,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2024-02-06
46304,14869.89,59.18,1 B/R,1-10,1,1,1,1,1,Me'Aisem First,2025-07-07
223515,14422.06,41.25,Studio,1-10,1,1,1,1,1,Me'Aisem First,2024-05-28
76070,6449.14,130.25,2 B/R,11-20,1,1,0,1,1,Me'Aisem First,2024-09-06
36143,5984.59,121.98,2 B/R,1-10,1,1,0,1,1,Me'Aisem First,2025-01-10
23854,10462.72,33.93,Studio,11-20,1,1,0,1,1,Me'Aisem First,2024-10-25
